Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,University,Loyola University Maryland,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Loyola University Maryland,None,1,1.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Michigan Technological University,None,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Texas State University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Texas State University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Instagram,1,0.333
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,None,2,0.667
What social platform has influenced your online shopping most?,University,Seton Hall University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Seton Hall University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Seton Hall University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Seton Hall University,Twitter,1,0.5
What social platform has influenced your online shopping most?,University,Seton Hall University,None,1,0.5
What social platform has influenced your online shopping most?,University,Roger Williams University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Roger Williams University,None,1,1.0
What social platform has influenced your online shopping most?,University,Elon University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Elon University,None,1,1.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,None,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,United States Military Academy,None,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,None,1,0.5
What social platform has influenced your online shopping most?,University,University of Tampa,Facebook,1,1.0
What social platform has influenced your online shopping most?,University,University of Tampa,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Tampa,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Tampa,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Tampa,None,0,0.0
What social platform has influenced your online shopping most?,University,Essex Technical High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Essex Technical High School,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Essex Technical High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Essex Technical High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Essex Technical High School,None,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,None,1,0.5
What social platform has influenced your online shopping most?,University,Pinnacle High School,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Pinnacle High School,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Pinnacle High School,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Pinnacle High School,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Pinnacle High School,None,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Baltimore City College,None,1,1.0
What social platform has influenced your online shopping most?,University,New York University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,New York University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,New York University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,New York University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,New York University,None,1,1.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,None,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Loyola Marymount University,None,1,0.5
What social platform has influenced your online shopping most?,University,University of Dayton,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Dayton,None,1,1.0
What social platform has influenced your online shopping most?,University,UMass Amherst,Facebook,1,0.5
What social platform has influenced your online shopping most?,University,UMass Amherst,Instagram,1,0.5
What social platform has influenced your online shopping most?,University,UMass Amherst,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,UMass Amherst,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,UMass Amherst,None,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,Brock University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,Brock University,None,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Kutztown University,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Kutztown University,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Instagram,1,1.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Mississippi,None,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,Twitter,0,0.0
What social platform has influenced your online shopping most?,University,University of Mount Union,None,1,1.0
What social platform has influenced your online shopping most?,University,Duke University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Duke University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Duke University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Duke University,Twitter,1,0.5
What social platform has influenced your online shopping most?,University,Duke University,None,1,0.5
What social platform has influenced your online shopping most?,University,Shippensburg University,Facebook,0,0.0
What social platform has influenced your online shopping most?,University,Shippensburg University,Instagram,0,0.0
What social platform has influenced your online shopping most?,University,Shippensburg University,Snapchat,0,0.0
What social platform has influenced your online shopping most?,University,Shippensburg University,Twitter,1,1.0
What social platform has influenced your online shopping most?,University,Shippensburg University,None,0,0.0
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Facebook,54,0.184
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Instagram,96,0.327
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Snapchat,7,0.024
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Twitter,17,0.058
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",None,120,0.408
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Facebook,95,0.153
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Instagram,174,0.28
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Snapchat,17,0.027
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Twitter,52,0.084
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",None,283,0.456
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Facebook,40,0.18
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Instagram,76,0.342
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Snapchat,9,0.041
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Twitter,21,0.095
What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",None,76,0.342
What social platform has influenced your online shopping most?,Custom,or private school? Private,Facebook,61,0.169
What social platform has influenced your online shopping most?,Custom,or private school? Private,Instagram,105,0.29
What social platform has influenced your online shopping most?,Custom,or private school? Private,Snapchat,8,0.022
What social platform has influenced your online shopping most?,Custom,or private school? Private,Twitter,20,0.055
What social platform has influenced your online shopping most?,Custom,or private school? Private,None,168,0.464
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Facebook,20,0.135
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Instagram,37,0.25
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Snapchat,8,0.054
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Twitter,22,0.149
What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",None,61,0.412
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Facebook,70,0.23
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Instagram,83,0.273
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Snapchat,8,0.026
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Twitter,13,0.043
What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),None,130,0.428
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Facebook,71,0.157
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Instagram,149,0.33
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Snapchat,11,0.024
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Twitter,42,0.093
What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,None,178,0.395
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Facebook,41,0.121
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Instagram,111,0.326
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Snapchat,12,0.035
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Twitter,32,0.094
What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),None,144,0.424
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Facebook,15,0.112
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Instagram,45,0.336
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Snapchat,7,0.052
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Twitter,10,0.075
What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,None,57,0.425
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Facebook,40,0.183
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Instagram,47,0.215
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Snapchat,8,0.037
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Twitter,14,0.064
What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,None,110,0.502
What social platform has influenced your online shopping most?,Custom,or private school? No school,Facebook,4,0.125
What social platform has influenced your online shopping most?,Custom,or private school? No school,Instagram,10,0.313
What social platform has influenced your online shopping most?,Custom,or private school? No school,Snapchat,1,0.031
What social platform has influenced your online shopping most?,Custom,or private school? No school,Twitter,1,0.031
What social platform has influenced your online shopping most?,Custom,or private school? No school,None,16,0.5
What social platform has influenced your online shopping most?,Custom,or private school? Public,Facebook,117,0.153
What social platform has influenced your online shopping most?,Custom,or private school? Public,Instagram,250,0.326
What social platform has influenced your online shopping most?,Custom,or private school? Public,Snapchat,27,0.035
What social platform has influenced your online shopping most?,Custom,or private school? Public,Twitter,69,0.09
What social platform has influenced your online shopping most?,Custom,or private school? Public,None,304,0.396
What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Facebook,87,0.175
What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Instagram,159,0.321
What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Snapchat,19,0.038
What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Twitter,50,0.101
What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,None,181,0.365
What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Facebook,197,0.236
What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Instagram,285,0.342
What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Snapchat,22,0.026
What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Twitter,38,0.046
What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,None,291,0.349
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Facebook,39,0.245
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Instagram,35,0.22
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Snapchat,10,0.063
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Twitter,11,0.069
What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,None,64,0.403
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Facebook,39,0.245
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Instagram,58,0.365
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Snapchat,6,0.038
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Twitter,5,0.031
What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,None,51,0.321
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Facebook,51,0.266
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Instagram,61,0.318
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Snapchat,7,0.036
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Twitter,4,0.021
What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,None,69,0.359
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Facebook,172,0.229
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Instagram,231,0.308
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Snapchat,21,0.028
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Twitter,35,0.047
What social platform has influenced your online shopping most?,Custom,Are you? None/Other,None,292,0.389
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Facebook,68,0.291
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Instagram,68,0.291
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Snapchat,9,0.038
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Twitter,6,0.026
What social platform has influenced your online shopping most?,Custom,Are you? Jewish,None,83,0.355
What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Facebook,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Instagram,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,None,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Facebook,1,1.0
What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Instagram,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Snapchat,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Twitter,0,0.0
What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,None,0,0.0
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Facebook,45,0.157
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Instagram,58,0.203
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Snapchat,11,0.038
What social platform has influenced your online shopping most?,Custom,you a feminist? No,Twitter,22,0.077
What social platform has influenced your online shopping most?,Custom,you a feminist? No,None,150,0.524
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Facebook,34,0.167
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Instagram,65,0.319
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Snapchat,6,0.029
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Twitter,13,0.064
What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,None,86,0.422
What social platform has influenced your online shopping most?,Custom,Are you single? No,Facebook,53,0.17
What social platform has influenced your online shopping most?,Custom,Are you single? No,Instagram,105,0.337
What social platform has influenced your online shopping most?,Custom,Are you single? No,Snapchat,8,0.026
What social platform has influenced your online shopping most?,Custom,Are you single? No,Twitter,22,0.071
What social platform has influenced your online shopping most?,Custom,Are you single? No,None,124,0.397
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Facebook,128,0.164
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Instagram,245,0.314
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Snapchat,25,0.032
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Twitter,57,0.073
What social platform has influenced your online shopping most?,Custom,Are you single? Yes,None,325,0.417
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Facebook,326,0.213
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Instagram,504,0.33
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Snapchat,47,0.031
What social platform has influenced your online shopping most?,Custom,student loan debt? No,Twitter,99,0.065
What social platform has influenced your online shopping most?,Custom,student loan debt? No,None,552,0.361
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Facebook,148,0.193
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Instagram,258,0.337
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Snapchat,21,0.027
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Twitter,60,0.078
What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,None,279,0.364
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Facebook,362,0.213
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Instagram,579,0.341
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Snapchat,51,0.03
What social platform has influenced your online shopping most?,Custom,you a virgin? No,Twitter,108,0.064
What social platform has influenced your online shopping most?,Custom,you a virgin? No,None,596,0.351
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Facebook,104,0.179
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Instagram,181,0.311
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Snapchat,18,0.031
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Twitter,47,0.081
What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,None,232,0.399
What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Facebook,58,0.199
What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Instagram,97,0.333
What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Snapchat,9,0.031
What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Twitter,20,0.069
What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,None,107,0.368
What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Facebook,28,0.2
What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Instagram,53,0.379
What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Snapchat,3,0.021
What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Twitter,8,0.057
What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,None,48,0.343
What social platform has influenced your online shopping most?,Custom,you vote for? Other,Facebook,18,0.3
What social platform has influenced your online shopping most?,Custom,you vote for? Other,Instagram,19,0.317
What social platform has influenced your online shopping most?,Custom,you vote for? Other,Snapchat,4,0.067
What social platform has influenced your online shopping most?,Custom,you vote for? Other,Twitter,3,0.05
What social platform has influenced your online shopping most?,Custom,you vote for? Other,None,16,0.267
What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Facebook,62,0.242
What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Instagram,60,0.234
What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Snapchat,5,0.02
What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Twitter,16,0.063
What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,None,113,0.441
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Facebook,13,0.277
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Instagram,18,0.383
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Snapchat,1,0.021
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,Twitter,2,0.043
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Confused,None,13,0.277
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Facebook,17,0.205
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Instagram,35,0.422
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Snapchat,2,0.024
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,Twitter,7,0.084
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Bi,None,22,0.265
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Facebook,5,0.227
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Instagram,4,0.182
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Snapchat,1,0.045
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,Twitter,2,0.091
What social platform has influenced your online shopping most?,Custom,Sexual orientation? Gay,None,10,0.455
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Facebook,53,0.22
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Instagram,78,0.324
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Snapchat,12,0.05
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,Twitter,19,0.079
What social platform has influenced your online shopping most?,Custom,in Greek life? No but I wanna be...,None,79,0.328
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Facebook,5,0.057
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Instagram,33,0.375
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Snapchat,2,0.023
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Twitter,3,0.034
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),None,45,0.511
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Facebook,11,0.131
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Instagram,26,0.31
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Snapchat,2,0.024
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Twitter,11,0.131
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),None,34,0.405
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Facebook,14,0.132
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Instagram,29,0.274
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Snapchat,4,0.038
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Twitter,10,0.094
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),None,49,0.462
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Facebook,14,0.167
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Instagram,30,0.357
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Snapchat,1,0.012
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Twitter,6,0.071
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Libra (Sep 23 - Oct 22),None,33,0.393
What social platform has influenced your online shopping most?,Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Facebook,18,0.135
